Date,Open,High,Low,Close,Volume
2017-01-02,320.76,341.78,291.52,292.64,4078569
2017-01-03,318.01,363.16,289.97,298.92,1487583
2017-01-04,440.6,484.87,390.82,463.07,4121154
2017-01-05,188.27,206.02,168.63,173.13,3789825
2017-01-06,356.18,386.22,324.47,383.27,2557942
2017-01-09,195.93,199.28,179.57,179.95,1409970
2017-01-10,242.67,262.78,202.31,211.57,1246315
2017-01-11,411.73,456.46,394.75,437.11,4265035
2017-01-12,159.36,167.01,123.71,153.73,2766268
2017-01-13,333.87,380.78,289.6,374.16,1606801
2017-01-16,299.41,336.75,258.64,282.8,2397194
2017-01-17,247.19,248.79,206.41,235.06,3685810
2017-01-18,234.77,258.92,232.54,235.65,3737101
2017-01-19,482.47,506.61,441.2,459.18,4449033
2017-01-20,271.64,286.64,248.82,264.81,4181818
2017-01-23,399.17,400.28,395.62,398.76,2306142
2017-01-24,335.53,371.34,334.12,350.82,233527
2017-01-25,116.35,130.54,76.48,91.86,2662808
2017-01-26,114.85,159.83,70.72,122.19,2133854
2017-01-27,214.51,252.65,187.22,188.31,4002652
2017-01-30,419.72,447.42,392.69,424.93,4327091
2017-01-31,142.1,175.43,138.96,146.26,168867
2017-02-01,392.23,434.28,358.63,374.65,1019656
2017-02-02,289.83,335.55,277.78,323.39,3936308
2017-02-03,313.67,346.98,274,286.05,2680095
2017-02-06,119.98,139.48,80.9,118.23,4163403
2017-02-07,148.89,155.63,145.49,146.65,1063426
2017-02-08,116.36,152.59,72.27,143.9,372427
2017-02-09,465.61,481.6,456.25,459.53,1017194
2017-02-10,274.55,298.82,254.27,255.37,1117524
2017-02-13,185.33,226.1,147.33,216.65,4122249
2017-02-14,400.19,431.73,384.88,409.13,1051688
2017-02-15,465.46,497.16,422.72,461.92,3228736
2017-02-16,261.83,291.39,236.54,281.46,620504
2017-02-17,384.5,411.49,375.11,398.11,2119236
2017-02-20,269.63,308.03,254.62,258,1629695
2017-02-21,463.97,467.65,436.04,455.35,916878
2017-02-22,437.31,481.75,413.03,441.57,104090
2017-02-23,290.12,312.26,250.49,298.95,2745059
2017-02-24,499.78,527.39,493.82,516.06,3996016
2017-02-27,222.09,238.76,214.86,223.76,4207890
2017-02-28,375.23,404.49,363.86,393.39,2368435
2017-03-01,428.87,440.89,380.83,394.88,2705282
2017-03-02,319.73,358.97,302.33,315.97,4362270
2017-03-03,346,386.27,302.67,342.54,1733366
2017-03-06,451.79,465.72,431.91,435.74,2790352
2017-03-07,261.38,304.3,256.04,270.16,3534161
2017-03-08,307.73,353.96,260.64,299.94,3225260
2017-03-09,285.95,317.11,254.02,290.56,4800266
2017-03-10,193.16,209.35,186.05,206.65,3917545
2017-03-13,124.09,152.5,117.69,124.13,4798590
2017-03-14,338.39,357.72,313.34,336.92,1577113
2017-03-15,473.66,497.19,448.37,466.07,305649
2017-03-16,193.9,223.45,154.74,191.51,4332916
2017-03-17,173.52,178.9,130.87,136.48,465857
2017-03-20,468.55,513.27,419.98,471.9,4887222
2017-03-21,181.84,184.15,138.6,157.61,356128
2017-03-22,159.19,161.32,123.41,131.02,1413474
2017-03-23,395.69,433.27,369.17,382.23,1283686
2017-03-24,362.52,390.59,321.79,380.42,4642271
2017-03-27,126.51,146.55,119.06,142.9,4671168
2017-03-28,190.13,200.78,157.72,179.38,2642707
2017-03-29,139.74,172.88,126,171.96,1911869
2017-03-30,274.37,297.14,227.8,257.28,3816683
2017-03-31,450.62,477.32,446.05,475.7,3686594
2017-04-03,392.39,434.33,389.8,405.11,4423713
2017-04-04,297.95,346.04,286.48,334.78,3383124
2017-04-05,243.78,246.47,234.44,243.87,1425562
2017-04-06,477.23,519.7,431.82,441.19,209329
2017-04-07,430.86,434.69,424.73,430.29,4223355
2017-04-10,284.68,286.95,240.34,253.57,2805984
2017-04-11,281.14,319.92,270.41,285.37,4038736
2017-04-12,136.95,150.55,93.34,150.39,4208342
2017-04-13,367.24,395.38,323.72,383.75,4720314
2017-04-14,269.06,284.13,257.45,282.29,645774
2017-04-17,338.05,368.94,327.77,345.19,1556038
2017-04-18,445.01,473.63,410.73,413.75,1964417
2017-04-19,358.88,401.71,336.73,377.62,2236669
2017-04-20,335.76,370.14,327.75,348.27,3318782
2017-04-21,346.41,364.35,331,351.04,1040479
2017-04-24,431.31,469.24,424.59,454.59,4723966
2017-04-25,171.29,183.71,144.5,162.72,1231538
2017-04-26,266.87,289.89,230.84,289.1,2232727
2017-04-27,430.16,466.34,411.33,439.6,4936843
2017-04-28,181.29,187.87,152.85,177.92,3245868
2017-05-01,383.59,425.27,339.3,343.93,1398516
2017-05-02,394.71,428.96,362.09,391.15,3987138
2017-05-03,127.12,166.36,80.43,91.82,219837
2017-05-04,201.58,223.47,198.48,222.85,3360524
2017-05-05,150.85,198.71,122.81,146.34,4917243
2017-05-08,168.33,194.72,123.04,188.54,612440
2017-05-09,128.67,145.8,83.19,122.21,2187112
2017-05-10,340.7,352.39,309.87,319.97,4409153
2017-05-11,126.35,127.74,112.05,119.47,4278796
2017-05-12,404.87,410.82,370.62,382.17,2886462
2017-05-15,424.26,464.68,398.68,452.84,530488
2017-05-16,375.65,386.75,344.87,366.92,1495193
2017-05-17,438.16,458.92,409.83,410.18,3382836
2017-05-18,303.41,338.64,294.5,302.71,4206887
2017-05-19,420.96,449.55,370.99,384.98,4064975
2017-05-22,181.62,198.56,175.95,195.02,2214160
2017-05-23,172.4,196.87,144.21,178.87,3888823
2017-05-24,140.86,159.31,139.43,152.33,817166
2017-05-25,241.97,288.56,210.91,275.35,4913420
2017-05-26,492.72,522.67,442.87,486.37,1208137
2017-05-29,126.36,153.81,77.96,121.36,2752611
2017-05-30,497.98,546.89,496.37,541.72,2875194
2017-05-31,493.49,533.99,491.08,517.07,205545
2017-06-01,440.46,477.98,427.2,439.44,4221969
2017-06-02,290.73,331.22,281.96,322,165696
2017-06-05,349.76,386.55,345.34,345.52,2545449
2017-06-06,424.73,426.79,407.26,415.78,2963088
2017-06-07,168.03,192.52,127.5,167.04,3891678
2017-06-08,302.12,338.47,271.75,312.24,1428437
2017-06-09,442.98,456.7,436.84,443.72,4198066
2017-06-12,412.22,457.44,409.94,433.92,1536709
2017-06-13,482.89,485.33,467.02,484.44,1246803
2017-06-14,412.65,418.8,371.72,412.37,2126861
2017-06-15,457.38,496.42,447.65,468.52,2372754
2017-06-16,458.21,487.7,421.29,480.2,1664772
2017-06-19,116.76,141.24,69.23,101.37,1104627
2017-06-20,255.77,299.92,223.11,282.56,3548726
2017-06-21,494.38,510.87,482.68,509.31,2223443
2017-06-22,389.53,424.98,343.03,345.37,979578
2017-06-23,459.88,490.78,428.82,471.24,2852752
2017-06-26,428.52,476.34,416.6,450.41,3826241
2017-06-27,444.31,457.6,438.21,443.89,3227359
2017-06-28,381.53,384.4,365.09,375.06,1327680
2017-06-29,112.26,131.37,90.52,119.88,3535496
2017-06-30,386.96,389.77,380.11,388.55,4756990
2017-07-03,199.83,204.07,156.82,189.7,461285
2017-07-04,113.31,133.4,89.17,91.98,4913551
2017-07-05,114.39,151.37,68.29,128.61,499656
2017-07-06,437.99,468.88,408.94,442.04,1064293
2017-07-07,260.96,270.33,240.86,260.2,4505330
2017-07-10,269.49,291.33,263.61,281.35,4147025
2017-07-11,353.39,400.44,322.08,330.87,1968214
2017-07-12,469.63,494.74,443.75,483.81,4764654
2017-07-13,305.82,332.91,257.16,301.99,2331086
2017-07-14,365.27,371.84,336.34,336.69,3816007
2017-07-17,121.07,153.2,84.12,149.14,1686857
2017-07-18,449.26,461.8,440.96,442.89,4227306
2017-07-19,405.19,410.19,393.11,401.58,294128
2017-07-20,473.84,517.83,448.46,501.73,1166793
2017-07-21,345.56,377.73,301.69,367.15,2708998
2017-07-24,456.39,461.67,435.94,450.68,625538
2017-07-25,152.76,159.7,134.22,156.06,2231376
2017-07-26,310.81,316.26,307.92,309.27,4180049
2017-07-27,288.86,306.06,281.87,293.72,884118
2017-07-28,209.87,256.94,204.93,241.98,2109631
2017-07-31,292.71,298.7,273.37,296.73,2235116
2017-08-01,280.29,283.69,261.1,266.39,4901894
2017-08-02,124.39,144.66,96.37,109.2,3379414
2017-08-03,430.69,467.69,390.03,395.8,1453111
2017-08-04,255.56,277.06,249.59,266.99,4184215
2017-08-07,235.16,283.08,202.45,282.63,1525695
2017-08-08,201.44,208.81,151.99,187.8,1467872
2017-08-09,480.06,490.22,432.75,439.58,609352
2017-08-10,482.76,518.1,460.99,502.49,4704789
2017-08-11,342.92,360.47,326.28,348.41,4283728
2017-08-14,456.54,461.09,435.84,457.65,3251097
2017-08-15,385.67,421.2,363.66,396.49,1970505
2017-08-16,402.08,430.38,377.49,398.31,855894
2017-08-17,213.43,253.09,204.43,212.82,4692657
2017-08-18,475.57,488.66,440.59,450.83,3846254
2017-08-21,421.04,464.75,389.1,440.46,3893419
2017-08-22,261.72,281.27,254.38,265.68,1219879
2017-08-23,321.92,336.39,317.76,321.99,2286417
2017-08-24,376.63,407.18,370.24,390.34,4972191
2017-08-25,366.23,387.66,331.15,365.83,2104843
2017-08-28,126.89,164.05,84.82,129.64,2186854
2017-08-29,304.07,334.03,259.05,269.81,2889774
2017-08-30,450.21,499.38,411.48,442.54,488944
2017-08-31,414.35,441.88,389.68,394.75,1987722
2017-09-01,468.76,490.62,419.46,424.15,2881369
2017-09-04,178.41,211.17,156.29,191.34,4762383
2017-09-05,308.02,326.8,273.72,273.81,1512200
2017-09-06,370.66,407.34,344.6,393.67,714978
2017-09-07,380.74,401.67,372.94,383.53,4374877
2017-09-08,453.9,494.18,418.6,472.84,394877
2017-09-11,414.35,433.96,373.07,388.05,131191
2017-09-12,371.41,400.04,338.74,345.04,1745799
2017-09-13,266.03,305.31,263.79,287.02,2074124
2017-09-14,184.42,218.88,163.46,207.7,721484
2017-09-15,115.6,139.26,71.64,113.46,2319627
2017-09-18,240.56,284.35,232.65,282.06,4899221
2017-09-19,285.41,293.9,257.81,292.12,2506953
2017-09-20,180.91,190.6,162.71,189.77,2466197
2017-09-21,484.27,511.22,453.67,498.98,3417796
2017-09-22,260.29,306.35,250.35,279.12,1476809
2017-09-25,309.93,341.9,286.01,289.1,825747
2017-09-26,306.66,328.52,259.55,266.6,1162116
2017-09-27,306.94,355.07,261.15,323.17,3481737
2017-09-28,306.23,351.96,283.48,293.34,2581872
2017-09-29,276.89,284.82,254.38,268.03,1758599
2017-10-02,327.09,346.44,283.19,337.35,1415981
2017-10-03,308.02,333.38,277.71,282.79,2580725
2017-10-04,419.25,445.92,411.97,427.9,4454076
2017-10-05,228.58,275.92,213.76,223.04,2297731
2017-10-06,424.61,457.23,416.42,429.62,4728730
2017-10-09,393.92,427.63,368.54,417.97,603713
2017-10-10,182.62,231.18,148.31,199.39,577912
2017-10-11,150.87,169.76,105.67,127.71,2929812
2017-10-12,450.2,456.66,407.37,426.91,2993150
2017-10-13,176.28,184.33,170.44,174.72,3979399
2017-10-16,414.48,437.17,386.12,432.41,4626931
2017-10-17,104.69,126.28,92.01,105.06,4516005
2017-10-18,417.91,462.01,369.63,407.02,3350736
2017-10-19,346.14,357.26,344,346.36,4798583
2017-10-20,478.71,525.76,444.68,492.45,3734741
2017-10-23,465.47,497.67,424.23,435.92,1585244
2017-10-24,149.78,154.05,105.57,130.01,721124
2017-10-25,373.82,393.01,335.16,353.77,4129577
2017-10-26,498.12,535.05,491.17,524.99,1525096
2017-10-27,138.09,167.37,97.8,155.64,4102413
2017-10-30,298.86,316.9,256.71,300.5,4519705
2017-10-31,332.37,355.23,299.28,308.98,4204687
2017-11-01,123.29,150.63,103.07,104.75,1221877
2017-11-02,271.91,320.09,229.44,244.56,4378061
2017-11-03,259.37,264.14,231.43,242.52,748563
2017-11-06,384.47,402.5,345.26,347.93,1127443
2017-11-07,452,481.95,448.97,467.46,4407091
2017-11-08,334.66,338.13,317.27,320.84,1714119
2017-11-09,198.62,234.84,156.15,218.83,2438595
2017-11-10,386.01,434.31,380.83,430.89,4670596
2017-11-13,489.19,498.05,480.74,497.12,476095
2017-11-14,359.31,371.27,356.74,364.76,1461026
2017-11-15,226.88,245.09,204.8,213.46,3111876
2017-11-16,178.15,226.92,172.28,172.83,1101497
2017-11-17,382.97,431.22,335.49,350.11,2834154
2017-11-20,250.93,267.39,205.74,206.41,1461186
2017-11-21,175.48,203.34,166.87,167.53,1218543
2017-11-22,346.89,375.89,307.49,340.23,2419486
2017-11-23,367.7,384.51,358.3,382.24,4402666
2017-11-24,223.42,253.47,210.7,216.38,4902036
2017-11-27,167.6,187.54,154.99,179.24,552344
2017-11-28,192.61,231.47,179.53,229.95,1658141
2017-11-29,352.85,389.45,311.25,363.49,4531171
2017-11-30,172.41,203.68,171.38,177.01,3307198
2017-12-01,172.47,177.93,127.73,148.88,413247
2017-12-04,422.51,470.94,389.4,403.3,1094527
2017-12-05,452.26,461.36,407.95,435.71,1692747
2017-12-06,146.14,175.89,100.09,117.87,1620782
2017-12-07,358.61,365.51,313.62,344.86,3810606
2017-12-08,255.92,274.73,219.84,270.69,4669056
2017-12-11,448.45,457.93,415.85,450.08,863268
2017-12-12,434.18,461.1,424.66,426.74,1525257
2017-12-13,243.4,278.18,236.89,265.8,3915430
2017-12-14,234.7,281.92,221.29,224.5,1596207
2017-12-15,231.66,275.05,212.49,270.27,503406
2017-12-18,108.8,152.19,75.01,112.32,3832117
2017-12-19,378.41,399.92,338.91,381.91,2541186
2017-12-20,365.21,367.91,351.17,365.66,2349694
2017-12-21,493.31,537.55,451.96,478.76,2436348
2017-12-22,376.63,389.07,336.84,355.67,1041808
2017-12-25,280.02,294.18,257.76,293.01,1746394
2017-12-26,305.39,339.05,278.87,315.48,2316695
2017-12-27,450.14,464.93,412.41,415.42,4808095
2017-12-28,304.5,340.07,286.08,309.49,3173773
2017-12-29,416.01,446.9,392.89,400.01,997355
2018-01-01,439.83,487.29,437.84,474.01,378957
2018-01-02,280.99,286,268.18,268.29,2084475
2018-01-03,285.77,304.41,258.24,272.28,792561
2018-01-04,382.48,431.9,366.81,398.47,1194820
2018-01-05,299.87,310.44,284.97,291.23,3561703
2018-01-08,210.34,231.64,171.95,219.18,4500891
2018-01-09,350.15,383.73,338.35,377.83,614334
2018-01-10,234.77,236.97,201.74,219.04,4728605
2018-01-11,260.81,299.41,232.19,281.62,2790900
2018-01-12,208.99,224.55,203.15,223.92,3619378
2018-01-15,106.71,108.05,81.23,105.98,2203739
2018-01-16,479.44,510.9,451.42,461.79,2707940
2018-01-17,330.4,370.35,307.98,343.13,988952
2018-01-18,325.51,341.85,320.89,327.4,1221917
2018-01-19,123.73,148.88,78.41,145.86,3740926
2018-01-22,191.83,209.02,162.54,176.48,1486229
2018-01-23,283.68,322.1,238.68,300.33,1225059
2018-01-24,458.95,480.62,428.28,458.72,4973276
2018-01-25,217.29,260.14,190.41,237.42,4971193
2018-01-26,248.1,254.98,200.21,216.87,1380166
2018-01-29,122.65,170.85,108.29,144.59,2167161
2018-01-30,293.41,320.37,255.68,303.75,2810621
2018-01-31,435.1,466.66,395.61,458.08,4719339
2018-02-01,422.31,450.85,400.77,414.2,4205593
2018-02-02,135.3,152.42,88.13,94.3,1102927
2018-02-05,464.35,510.94,431.54,507.52,3720101
2018-02-06,273.55,299.96,247.27,268.63,2543325
2018-02-07,382.63,416.12,380.31,414.3,2443533
2018-02-08,182.35,224.52,132.55,152.3,1789243
2018-02-09,323.54,355.7,310.55,331.67,3050867
2018-02-12,429.55,458.21,421.9,454.04,1173302
2018-02-13,405.89,448.96,382.32,426.77,3465204
2018-02-14,461.16,494.22,457.75,478.15,1366570
2018-02-15,401.63,447.77,387.94,401.1,1346008
2018-02-16,282.96,313.12,270.68,291.37,4324017
2018-02-19,190.03,203.85,188.95,201.59,3369005
2018-02-20,171.03,201.99,136.54,160.25,2885420
2018-02-21,262.81,268.19,258.61,264.61,1952512
2018-02-22,417.14,419.61,398.5,404.8,4339957
2018-02-23,377.71,398.26,341.78,362.26,4518770
2018-02-26,373.8,395.71,356.63,377.95,4113604
2018-02-27,317.94,328.81,308.62,314.87,1607849
2018-02-28,212.42,254.38,197.18,220.14,2691182
2018-03-01,295.34,301.01,257.96,258.44,1853400
2018-03-02,277.18,293.41,275.08,286.67,3867892
2018-03-05,214.25,228.37,203.54,219.54,2654782
2018-03-06,470.19,520.06,440.25,488.97,1666450
2018-03-07,285.98,298.83,265.75,281.93,562858
2018-03-08,285.81,291.48,250.74,268.06,4790747
2018-03-09,384.41,400.58,368.25,371.31,1700146
2018-03-12,142.58,150.89,99.38,144.84,3336020
2018-03-13,118.06,155.43,81.26,127.13,2908672
2018-03-14,499.09,523.47,485.44,509.76,4963170
2018-03-15,413.77,448.1,380.59,406,2584138
2018-03-16,160.35,174.43,153.58,161.99,3190786
2018-03-19,270.92,301.12,236.05,238.04,1221656
2018-03-20,484.62,523.73,469.4,510.24,4087822
2018-03-21,410.22,459.56,409.15,431.52,1513489
2018-03-22,363.42,382.67,319.87,347.68,2337894
2018-03-23,304.21,312.87,265.64,288.11,425806
2018-03-26,185.13,191.17,147.82,184.73,781300
2018-03-27,406.43,413.38,400.92,410.25,4296833
2018-03-28,234.31,273.95,187.49,217.8,462333
2018-03-29,235.97,262.23,195.35,211.1,4311715
2018-03-30,318.08,334.82,300.79,314.55,3025713
2018-04-02,215.7,264.14,193.29,244.75,4813986
2018-04-03,157.05,193.98,135.95,174.37,1595949
2018-04-04,449.41,457.2,438.37,452.37,2757161
2018-04-05,265.38,311.8,260.7,269.98,1783058
2018-04-06,460.04,481.47,444.82,447.02,2010611
2018-04-09,351.53,387.32,346.37,357.95,4279667
2018-04-10,386.25,422.84,364.28,417.93,3088036
2018-04-11,355.95,360.88,318.56,322.84,4778351
2018-04-12,416.58,464.65,406.97,458.25,4647575
2018-04-13,138.49,158.63,136.83,154.99,4471273
2018-04-16,222.76,241.45,202.76,221.07,1816196
2018-04-17,127.93,141.67,126.1,130.11,918004
2018-04-18,430.9,447.03,412.01,431.11,668754
2018-04-19,414.73,461.18,365.7,421.64,1669291
2018-04-20,244.64,286.14,209.22,237.24,374955
2018-04-23,343.4,344.96,306.51,337.1,4619809
2018-04-24,263.49,311.68,223.79,225.31,1225270
2018-04-25,230.59,255.18,215.37,222.27,3818953
2018-04-26,410.77,423.01,372.84,382.23,2608167
2018-04-27,327.94,332.44,305.96,326.39,4543062
2018-04-30,459.34,476.23,411.22,441.88,1102693
2018-05-01,116.98,132.95,107.97,119.91,3854292
2018-05-02,210.85,241.08,182.26,204.6,4002636
2018-05-03,203.99,241.33,190.35,211.12,563691
2018-05-04,469.73,483.97,424.06,477.89,4462982
2018-05-07,324.49,366.87,311.19,353.55,1378848
2018-05-08,393.42,402.75,391.81,399.76,1276793
2018-05-09,289.64,305.09,263.36,273.56,433466
2018-05-10,252.66,257.93,242.55,246.79,2131398
2018-05-11,199.11,241.89,162.47,205.23,2437477
2018-05-14,458.59,476.15,416.32,437.78,1895050
2018-05-15,208.35,248.88,165.8,197.96,4115104
2018-05-16,115.38,130.53,69.12,98.84,3325751
2018-05-17,353.84,360.3,319.78,344.14,4359446
2018-05-18,454.93,474.9,433.45,434.07,2790579
2018-05-21,181.48,190.16,151.05,158.9,428249
2018-05-22,121.39,160.07,112.81,153.6,2756576
2018-05-23,167.11,209.26,144.87,178.13,2754990
2018-05-24,489.39,495.96,476.93,494.76,3244462
2018-05-25,103.37,119.53,56.44,66.99,1676320
2018-05-28,401.6,449.11,373.13,396.25,1224124
2018-05-29,334.5,368.6,284.6,307.08,338435
2018-05-30,446.44,472.5,409.66,439.98,3065749
2018-05-31,470.86,496.28,430.73,469.24,4669450
2018-06-01,355.72,374.94,313.28,341.41,435035
2018-06-04,472.56,482.01,459.37,472.13,1710671
2018-06-05,400.71,438.53,358.66,414.49,457461
2018-06-06,324.74,367.9,309.36,324.43,4117856
2018-06-07,112.03,144.63,103.45,140.3,501897
2018-06-08,154.1,184.06,134.06,152.82,1921100
2018-06-11,109.19,112.31,73.62,103.19,3365625
2018-06-12,154.9,191.98,110.81,141.04,1523961
2018-06-13,100.13,126.28,96.13,112.54,4475517
2018-06-14,174.52,203.61,150.99,175.52,2883014
2018-06-15,366.96,395.19,363.73,376.8,260926
2018-06-18,235.01,236.89,228.92,235.06,3919981
2018-06-19,127.38,129.95,103.45,114.09,683382
2018-06-20,294.16,324.63,265.03,323.22,561596
2018-06-21,477.39,502.47,446.78,491.64,1155384
2018-06-22,406.11,431,372.8,424.91,2533579
2018-06-25,431.84,471.46,390.5,460.88,2984480
2018-06-26,419.98,438.26,378.4,438.14,2214807
2018-06-27,368.3,396.85,356.64,389.44,1525445
2018-06-28,415.57,438.46,372.77,391.56,4934500
2018-06-29,117.34,167.31,78.54,118.8,409646
2018-07-02,309.91,347.35,307.44,324.2,2715687
2018-07-03,267.59,281.74,244.76,273.04,2413075
2018-07-04,278.33,287.29,248.2,278.48,689846
2018-07-05,375.67,398.05,333.75,360.06,503120
2018-07-06,390.42,433.23,385.33,429.75,3922954
2018-07-09,182.27,205.61,163.71,187.69,4478912
2018-07-10,374.68,387.52,334.26,336.72,756402
2018-07-11,343.81,357.71,323.86,348.03,4027448
2018-07-12,372.7,421.64,352.19,404.38,3131504
2018-07-13,154.53,191.38,145.68,174.78,2766544
2018-07-16,179.17,220.54,154.37,209.46,2417778
2018-07-17,126.22,171.87,109.63,123.71,1136171
2018-07-18,202.91,225.64,156.24,162.47,2541696
2018-07-19,204.84,247.68,182.18,183.03,514825
2018-07-20,418.64,440.11,385.02,408.81,1453585
2018-07-23,410.37,428.69,368.06,405.59,200240
2018-07-24,384.86,416.56,373.06,413.4,4020242
2018-07-25,215.67,264.94,170.77,262.28,847005
2018-07-26,288.11,323.68,264.94,305.54,523120
2018-07-27,443.59,464.23,422,457.88,4404504
2018-07-30,429.1,476.94,424.95,470.71,2164490
2018-07-31,311.17,318.82,287.92,290.65,3645221
2018-08-01,347.45,360.94,317.63,345.68,3656096
2018-08-02,319.45,338.67,285.07,332.43,324243
2018-08-03,476.82,486.86,470.88,476.13,268383
2018-08-06,177.57,204.8,172.75,195.8,1101386
2018-08-07,311.52,340.05,270.32,298.03,1515682
2018-08-08,134.49,175.67,87.75,145.63,3553443
2018-08-09,188.89,205.87,147.26,187.3,2151414
2018-08-10,268.6,296.98,254.75,294.77,1652878
2018-08-13,334.9,347.11,322.71,338.83,1917114
2018-08-14,199.62,219.97,181.18,182.85,479181
2018-08-15,234.36,281.93,219.72,258.93,1594540
2018-08-16,226.59,254.88,211.6,222.51,2735077
2018-08-17,417.84,435.63,401.81,408.11,981453
2018-08-20,141.43,154.33,137.2,152.71,709777
2018-08-21,177.32,192.53,159.81,174.83,4015071
2018-08-22,120.95,151.54,71.79,143.94,2994996
2018-08-23,418.78,444.42,383.55,394.81,305959
2018-08-24,267.25,313.22,222.76,241,2986019
2018-08-27,347.53,396.92,315.92,316.37,2908792
2018-08-28,122.66,132.38,116.31,116.55,4568350
2018-08-29,477.43,523.71,456.67,509.29,1220742
2018-08-30,142.01,158.72,109.43,131.87,1953894
2018-08-31,342.5,349.58,293.62,293.96,1012644
2018-09-03,151.28,195.78,115.87,180.2,874310
2018-09-04,160.84,182.95,154.12,174.35,1505691
2018-09-05,494.93,510.86,466.93,508.55,2491811
2018-09-06,297.21,318.21,287.18,305.34,2558118
2018-09-07,212.7,241.91,180.55,200.18,4337248
2018-09-10,201.92,238.94,181.75,196.54,942343
2018-09-11,294.11,307.12,278.84,287.64,1466227
2018-09-12,242.59,260.44,197.5,257.59,2633065
2018-09-13,334.69,371.61,290.52,326.47,3474877
2018-09-14,318.95,360.53,290.35,331.69,2665289
2018-09-17,261.6,296.49,238.17,278.01,1722486
2018-09-18,113.04,123.57,69.95,80.16,2358212
2018-09-19,398.9,438.29,353.19,374.24,3895513
2018-09-20,451.9,462.82,434.89,447.51,4738724
2018-09-21,343.59,387.97,328.36,338.78,823359
2018-09-24,172.09,180.39,131.83,172.99,714168
2018-09-25,476.5,484.14,431.78,454.24,3718576
2018-09-26,237.61,251.25,193.07,234.01,3518834
2018-09-27,260.94,297.04,216.58,294.69,2017784
2018-09-28,156.76,169.51,150.67,164.24,3024293
2018-10-01,238.89,263.23,207.88,248.11,4834080
2018-10-02,398.55,403.92,373.81,379.94,375448
2018-10-03,214.56,243.41,186.88,241.32,3033518
2018-10-04,339.87,386.15,305.76,332.89,1525575
2018-10-05,480.02,488.31,478.47,483.47,971492
2018-10-08,362.45,381.8,338.14,378.19,1727921
2018-10-09,186.99,227.27,159.71,195.15,3521690
2018-10-10,131.41,142.25,112.88,113.31,1170196
2018-10-11,300.12,326.8,269.65,281,730158
2018-10-12,327.16,331.21,278.81,290.22,1912149
2018-10-15,114.25,131.92,98.99,122.83,2186539
2018-10-16,345.26,375.28,336.67,363.35,2244476
2018-10-17,245.57,280.55,204.67,261.24,2836597
2018-10-18,157.2,181.94,139.62,145.39,3744373
2018-10-19,267.43,288.6,236.49,254.36,875425
2018-10-22,259.4,281.62,233.9,265.66,4941139
2018-10-23,436.79,472.59,399.7,435.71,1216409
2018-10-24,388.33,397.39,354.74,381.67,4558113
2018-10-25,480.67,486.01,460.51,482.11,713347
2018-10-26,412.41,441.41,406.39,436.45,616342
2018-10-29,429.69,432.04,411.93,415.02,1673893
2018-10-30,475.99,500.46,439.49,462.57,1886286
2018-10-31,233.63,248.16,186.35,189.76,4822176
2018-11-01,228.6,275,184.69,195.58,3391779
2018-11-02,299.48,342.75,282.44,309.44,3233682
2018-11-05,386.19,388.99,341.39,349.51,3779043
2018-11-06,246.4,295.73,223.13,291.89,1398288
2018-11-07,226.14,254.05,177.85,247.4,4893253
2018-11-08,343.15,372.23,325.71,358.27,101504
2018-11-09,477.16,495.64,435.67,489.04,1517010
2018-11-12,466.02,477.89,427.52,456.6,3180929
2018-11-13,314.83,325.73,309.54,314.64,3094806
2018-11-14,211.69,242.47,175.47,206.23,1615202
2018-11-15,247.87,255.75,199.76,213.48,4997538
2018-11-16,183.44,203.56,162.5,194.69,1387446
2018-11-19,352.45,394.34,350.27,353.62,3256479
2018-11-20,398.2,418.52,367.41,388.35,4003745
2018-11-21,409.2,454.88,406.97,451.36,3306261
2018-11-22,114.31,126.36,102.15,122.7,3771073
2018-11-23,218.82,230.49,173.89,214.19,3461874
2018-11-26,198.81,228.22,166.3,171.68,1815126
2018-11-27,265.55,284.43,215.89,219.7,2806493
2018-11-28,218.12,250.03,184.74,187.47,289506
2018-11-29,295.47,328.34,281.45,285.14,1220432
2018-11-30,124.84,144.54,106.42,127.48,2878507
2018-12-03,450.83,456.18,414.52,453.46,236900
2018-12-04,368.63,376.69,346.02,367.73,1206027
2018-12-05,419.32,433.62,390.53,414.01,4781044
2018-12-06,118.47,137.54,115.99,135.47,1642248
2018-12-07,414.11,455.45,382.78,384.22,4040397
2018-12-10,253.05,263.11,221.47,257.88,3382145
2018-12-11,331.49,340.05,318,319.61,2783189
2018-12-12,313.9,334.88,300.52,332.09,973283
2018-12-13,146.96,189.71,106.03,118.8,631455
2018-12-14,119.16,138.22,71.9,127.6,4007593
2018-12-17,283.78,316.71,235.9,259.79,1040661
2018-12-18,126.27,160.47,107.09,109.63,3905244
2018-12-19,139.33,171.24,98.95,138.25,4744070
2018-12-20,323.87,369.63,292.84,306.16,4927296
2018-12-21,165.31,188.92,131.07,168.14,3818805
2018-12-24,301.5,341.44,252.3,338.51,2451203
2018-12-25,201.47,222.15,166.82,217.86,4624910
2018-12-26,331.49,336.24,313.33,326.45,822447
2018-12-27,385.19,427.78,356.42,362.9,1829116
2018-12-28,206.75,255.01,157.59,158.14,1216493
2018-12-31,380.58,423.58,337.77,356.03,1864137
2019-01-01,334.95,358.68,308.11,350.16,4629649
